what,kind,bundleId,bundleVersion,description,time
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.cPerspective",1345175889781
started,bundle,org.eclipse.osgi,3.6.1.R36x_v20100806,"org.eclipse.osgi",1345175889781
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1345175889781
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1345175889781
started,bundle,org.eclipse.cdt.core,5.2.1.201009141542,"org.eclipse.cdt.core",1345175889781
started,bundle,org.eclipse.cdt.make.core,7.0.0.201009141542,"org.eclipse.cdt.make.core",1345175889781
started,bundle,org.eclipse.cdt.make.ui,7.0.0.201009141542,"org.eclipse.cdt.make.ui",1345175889781
started,bundle,org.eclipse.cdt.managedbuilder.core,7.0.1.201009141542,"org.eclipse.cdt.managedbuilder.core",1345175889781
started,bundle,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui",1345175889796
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1345175889796
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1345175889796
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1345175889796
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1345175889796
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1345175889796
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1345175889796
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1345175889796
started,bundle,org.eclipse.core.resources,3.6.0.R36x_v20100825-0600,"org.eclipse.core.resources",1345175889796
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1345175889796
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1345175889796
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1345175889796
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1345175889796
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.0.R201005261100,"org.eclipse.epp.usagedata.gathering",1345175889796
started,bundle,org.eclipse.epp.usagedata.recording,1.3.0.R201005261100,"org.eclipse.epp.usagedata.recording",1345175889796
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1345175889796
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1345175889796
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1345175889796
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1345175889796
started,bundle,org.eclipse.equinox.p2.core,2.0.2.R36x_v20100804,"org.eclipse.equinox.p2.core",1345175889796
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.202.R36x_v20100727,"org.eclipse.equinox.p2.directorywatcher",1345175889796
started,bundle,org.eclipse.equinox.p2.engine,2.0.0.v20100606,"org.eclipse.equinox.p2.engine",1345175889796
started,bundle,org.eclipse.equinox.p2.metadata,2.0.0.v20100601,"org.eclipse.equinox.p2.metadata",1345175889796
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1345175889796
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1345175889796
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.0.v20100525,"org.eclipse.equinox.p2.reconciler.dropins",1345175889796
started,bundle,org.eclipse.equinox.p2.repository,2.0.1.R36x_v20100823,"org.eclipse.equinox.p2.repository",1345175889796
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1345175889796
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1345175889796
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1345175889796
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1345175889796
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1345175889796
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1345175889812
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1345175889812
started,bundle,org.eclipse.jface,3.6.1.M20100825-0800,"org.eclipse.jface",1345175889812
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1345175889812
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1345175889812
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1345175889812
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1345175889812
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1345175889812
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1345175889812
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1345175889812
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1345175889812
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1345175889812
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1345175889812
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1345175889812
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1345175889812
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1345175889812
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1345175889812
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1345175889812
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1345175889812
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1345175889812
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1345175889812
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1345175889812
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1345175889812
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1345175889812
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1345175889812
started,bundle,org.eclipse.ui.intro.universal,3.2.402.r36_v20100702,"org.eclipse.ui.intro.universal",1345175889812
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1345175889812
started,bundle,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.resources",1345175889812
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1345175889812
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1345175889812
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1345175889828
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1345175889828
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1345175889828
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1345175889828
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1345175889828
started,bundle,com.altera.sbtgui.integration,12.0.0.232,"com.altera.sbtgui.integration",1345175889828
started,bundle,com.altera.sbtgui.launch,12.0.0.232,"com.altera.sbtgui.launch",1345175889828
started,bundle,com.altera.sbtgui.project,12.0.0.232,"com.altera.sbtgui.project",1345175889828
started,bundle,com.altera.sbtgui.ui,12.0.0.232,"com.altera.sbtgui.ui",1345175889828
started,bundle,com.altera.systemconsole,12.0.0.232,"com.altera.systemconsole",1345175889828
started,bundle,com.altera.systemconsole.designs.plugin,12.0.0.232,"com.altera.systemconsole.designs.plugin",1345175889828
started,bundle,com.altera.systemconsole.scripting,12.0.0.232,"com.altera.systemconsole.scripting",1345175889828
started,bundle,com.altera.utilities,12.0.0.232,"com.altera.utilities",1345175889828
os,sysinfo,,,"win32",1345175889828
arch,sysinfo,,,"x86",1345175889828
ws,sysinfo,,,"win32",1345175889828
locale,sysinfo,,,"zh_CN",1345175889828
processors,sysinfo,,,"2",1345175889828
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1345175889828
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1345175889828
java.specification.name,sysinfo,,,"Java Platform API Specification",1345175889828
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1345175889828
java.specification.version,sysinfo,,,"1.6",1345175889828
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1345175889828
java.version,sysinfo,,,"1.6.0_23",1345175889828
java.vm.info,sysinfo,,,"mixed mode",1345175889828
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1345175889828
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1345175889828
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1345175889828
java.vm.specification.version,sysinfo,,,"1.0",1345175889828
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1345175889828
java.vm.version,sysinfo,,,"19.0-b09",1345175889828
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345175902171
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345175910578
started,bundle,com.altera.sbtgui.core,12.0.0.232,"com.altera.sbtgui.core",1345175916546
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1345175916640
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201009141542,"org.eclipse.cdt.dsf.gdb.ui",1345175916750
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1345175916937
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345175917250
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345175922062
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345175931531
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345175942437
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345175945390
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345175951703
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345175959250
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345175966171
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345175972984
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345175997984
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345176001375
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1345176047859
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1345176100062
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1345176254828
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345176287968
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1345176294484
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345176296343
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,7.0.0.201009141542,"org.eclipse.cdt.managedbuilder.gnu.ui",1345176296937
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345176308343
activated,view,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.internal.introview",1345176312218
